id,num_samples,path,transcription,raw_transcription,gender,lang_id,language,lang_group_id,phonetic
92,209280,/home/peter/.cache/huggingface/datasets/downloads/extracted/cf2f05dbc6d7c83a2ca5f3625f601bff35293b374f8cbe9c8d98e3829f3a201b/10051862251341758395.wav,deir lodin fosta gur chinn oifigigh an toghcháin réitigh a chur ar ceall chun na hafganastánaigh a shábháil ón chostas agus ón riosca slándála a bhain le toghchán eile,Deir Lodin fosta gur chinn oifigigh an toghcháin réitigh a chur ar ceall chun na hAfganastánaigh a shábháil ón chostas agus ón riosca slándála a bhain le toghchán eile.,1,27,Irish,0,dʲ e ɾʲ l̪ˠ ʌ ʤ n̠ʲ fˠ o sˠ t̪ˠ ə ɡ ə ɾˠ ç i n̻ʲ o fʲ i ɟ iː ə n̻ˠ t̪ˠ au h a n̻ʲ ɾˠ eː tʲ iː ə x u ɾˠ e ɾʲ c a l̻ˠ x u n̻ˠ n̻ˠ ə hˠ ɡ ə sˠ t̪ˠ æː n̪ˠ iː ə h aː vˠ a lʲ oː n̻ˠ x a sˠ t̪ˠ ə sˠ ə ɡ ə sˠ oː n̻ˠ ɾˠ i sˠ k ə sˠ l̻ˠ aː n̻ˠ d̪ˠ aː l̻ˠ ə ə vˠ i nʲ lʲ e t̪ˠ au h a n̻ˠ e lʲ ə
787,174720,/home/peter/.cache/huggingface/datasets/downloads/extracted/cf2f05dbc6d7c83a2ca5f3625f601bff35293b374f8cbe9c8d98e3829f3a201b/10054671133756382628.wav,"tá os cionn 5,000 teanga ar domhan lena n-áirítear os cionn fiche atá á labhairt ag 50 milliún cainteoir nó os a chionn","Tá os cionn 5,000 teanga ar domhan, lena n-áirítear os cionn fiche atá á labhairt ag 50 milliún cainteoir nó os a chionn.",0,27,Irish,0,t̪ˠ aː o sˠ c u n̻ˠ [UNK] tʲ a ŋ ə e ɾʲ d̪ˠ au n̻ˠ lʲ e n̻ˠ ə n̪ˠ ɣ æː ɾʲ iː ʧ ə ɾˠ o sˠ c u n̻ˠ fʲ i ç ə ə t̪ˠ aː aː l̻ˠ oː ɾʲ tʲ e ɟ [UNK] mʲ i l̻ʲ u n̻ˠ k a n̻ʲ tʲ o ɾʲ n̻ˠ oː o sˠ ə ç i n̻ˠ
239,216000,/home/peter/.cache/huggingface/datasets/downloads/extracted/cf2f05dbc6d7c83a2ca5f3625f601bff35293b374f8cbe9c8d98e3829f3a201b/10054798541613385079.wav,chomh fada agus is eol dúinn níl ach rinn phláinéadach amháin eile a thaispeánann níos mó dinimicis ná titan agus is domhan an t-ainm atá uirthi a dúirt stofan,"Chomh fada agus is eol dúinn, níl ach rinn phláinéadach amháin eile a thaispeánann níos mó dinimicis ná Titan, agus is Domhan an t-ainm atá uirthi,"" a dúirt Stofan.",0,27,Irish,0,x oː fˠ a d̪ˠ ə ə ɡ ə sˠ i sˠ oː l̻ˠ d̪ˠ uː n̻ʲ n̻ʲ iː lʲ a h ɾˠ ɪ n̠ʲ pˠ l̪ˠ æː n̠ʲ eː d̪ˠ a x ə vˠ aː nʲ e lʲ ə ə h a ʃ pʲ aː n̻ˠ ə n̻ˠ nʲ iː sˠ mˠ oː dʲ i nʲ i mʲ i c i ʃ n̻ˠ aː ʧ ɪ ʧ n̪ˠ ə ɡ ə sˠ i sˠ d̪ˠ au n̻ˠ ə n̻ˠ t̪ˠ a nʲ ə mʲ ə t̪ˠ aː a ɾˠ hʲ iː ə d̪ˠ uː ɾʲ tʲ sˠ t̪ˠ ʌ t̪ˠ n̪ˠ
503,380160,/home/peter/.cache/huggingface/datasets/downloads/extracted/cf2f05dbc6d7c83a2ca5f3625f601bff35293b374f8cbe9c8d98e3829f3a201b/10054823841768079925.wav,mar shampla leanaí a n-airíonn siad mar chuid de mhionlach cine ar a ndéantar steiréitíopa mar ghrúpa nach n-éiríonn go maith leis ar scoil is iondúil nach n-éireoidh go maith leo ar scoil a luaithe a fhaigheann siad amach faoin steiréitíopa a bhaineann lena gcine,"Mar shampla, leanaí a n-airíonn siad mar chuid de mhionlach cine ar a ndéantar steiréitíopa mar ghrúpa nach n-éiríonn go maith leis ar scoil, is iondúil nach n-éireoidh go maith leo ar scoil a luaithe a fhaigheann siad amach faoin steiréitíopa a bhaineann lena gcine.",0,27,Irish,0,mˠ a ɾˠ h a mˠ pˠ l̻ˠ ə l̻ʲ a n̻ˠ iː ə n̻ˠ a ɾʲ iː n̻ˠ ʃ iː d̪ˠ mˠ a ɾˠ x i dʲ d̪ˠ e vʲ i n̻ˠ l̻ˠ a h c i nʲ ə e ɾʲ ə nʲ eː n̻ˠ t̪ˠ ə ɾˠ ʃ tʲ e ɾʲ eː tʲ iː pˠ ə mˠ a ɾˠ ɣ ɾˠ uː pˠ ə n̻ˠ a h nʲ eː ɾʲ iː n̻ˠ ɡ ə mˠ a hʲ lʲ i ʃ e ɾʲ sˠ k o lʲ i sˠ i n̻ˠ d̪ˠ uː lʲ n̻ˠ a h nʲ eː ɾʲ o j ɡ ə mˠ a hʲ lʲ oː e ɾʲ sˠ k o lʲ ə l̻ˠ ua hʲ ə ə eː n̻ˠ ʃ iː d̪ˠ ə mˠ a h fˠ i nʲ ʃ tʲ e ɾʲ eː tʲ iː pˠ ə ə vˠ a nʲ ə n̻ˠ lʲ e n̻ˠ ə ɟ i nʲ ə
1434,195840,/home/peter/.cache/huggingface/datasets/downloads/extracted/cf2f05dbc6d7c83a2ca5f3625f601bff35293b374f8cbe9c8d98e3829f3a201b/10056802584597640023.wav,shonraigh tuairiscí níos déanaí go ndearnadh bagairt bhuama ar an eitleán agus cuireadh ar ais arís é chuig an afganastáin ag tuirlingt i kandahar,"Shonraigh tuairiscí níos déanaí go ndearnadh bagairt bhuama ar an eitleán agus cuireadh ar ais arís é chuig an Afganastáin, ag tuirlingt i Kandahar.",0,27,Irish,0,h o n̻ˠ ɾˠ iː t̪ˠ ua ɾʲ i ʃ c iː nʲ iː sˠ dʲ eː n̻ˠ iː ɡ ə nʲ a ɾˠ n̻ˠ uː bˠ a ɡ ə ɾˠ tʲ vˠ ua mˠ ə e ɾʲ ə n̻ˠ e tʲ ə lʲ a n̻ˠ ə ɡ ə sˠ k i ɾʲ uː e ɾʲ a ʃ ə ɾʲ iː ʃ eː h i ɟ ə n̻ˠ ɡ ə sˠ t̪ˠ æː n̠ʲ e ɟ t̪ˠ uː ɾˠ lʲ ə n̻ʲ tʲ i [UNK]
742,294720,/home/peter/.cache/huggingface/datasets/downloads/extracted/cf2f05dbc6d7c83a2ca5f3625f601bff35293b374f8cbe9c8d98e3829f3a201b/10060188695011898186.wav,tá haváí sa chrios ama céanna leis na hoileáin mar sin tugtar haváí na hastráile ar na hoileáin uaireanta,"Tá Haváí sa chrios ama céanna leis na hoileáin, mar sin tugtar ""Haváí na hAstráile"" ar na hoileáin uaireanta.",1,27,Irish,0,t̪ˠ aː hˠ w æː iː sˠ ə ç ɾʲ i sˠ a mˠ ə c eː ɾˠ n̻ˠ ə lʲ i ʃ n̻ˠ ə ʌ l̠ʲ æː n̠ʲ mˠ a ɾˠ ʃ i nʲ t̪ˠ u ɡ t̪ˠ ə ɾˠ hˠ w æː iː n̻ˠ ə hˠ ə sˠ t̪ˠ ɾˠ a l ɛ e ɾʲ n̻ˠ ə ʌ l̠ʲ æː n̠ʲ ua ɾʲ ə n̻ˠ t̪ˠ ə
400,321600,/home/peter/.cache/huggingface/datasets/downloads/extracted/cf2f05dbc6d7c83a2ca5f3625f601bff35293b374f8cbe9c8d98e3829f3a201b/10081110409820418474.wav,chuige sin níor mhór dóibh fáil réidh le bunáiteanna agus longa na breataine san éigipt seachas na gníomhartha sin ní raibh sé beartaithe go ndéanfadh longa cogaidh na hiodáile aon ní eile,"Chuige sin, níor mhór dóibh fáil réidh le bunáiteanna agus longa na Breataine san Éigipt. Seachas na gníomhartha sin, ní raibh sé beartaithe go ndéanfadh longa cogaidh na hIodáile aon ní eile.",0,27,Irish,0,h i ɟ ə ʃ i nʲ n̻ʲ iː ɾˠ vˠ oː ɾˠ d̪ˠ oː vʲ fˠ aː lʲ ɾˠ eː j lʲ e bˠ u n̻ˠ aː tʲ ə n̻ˠ ə ə ɡ ə sˠ l̻ˠ o ŋ ɡ ə n̻ˠ ə bʲ ɾʲ a t̪ˠ ə nʲ ə sˠ ə n̻ˠ eː ɟ ɪ pʲ ʃ a h ə sˠ n̻ˠ ə ɟ nʲ iː vˠ ə ɾ̥ˠ ə ʃ i nʲ n̻ʲ iː ɾˠ oː vˠ ʃ eː bʲ a ɾˠ t̪ˠ ə h ə ɡ ə nʲ eː n̻ˠ h uː l̻ˠ o ŋ ɡ ə k o ɡ iː n̻ˠ ə ʌ d̪ˠ a l ɛ eː n̻ˠ n̻ʲ iː e lʲ ə
427,188160,/home/peter/.cache/huggingface/datasets/downloads/extracted/cf2f05dbc6d7c83a2ca5f3625f601bff35293b374f8cbe9c8d98e3829f3a201b/10081578420569308596.wav,ba é séarlas an chéad duine de theaghlach ríoga na breataine ar bronnadh céim air,Ba é Séarlas an chéad duine de Theaghlach Ríoga na Breataine ar bronnadh céim air.,1,27,Irish,0,bˠ ə eː ɕ eː ɾˠ l̪ˠ ə sˠ ə n̻ˠ ç eː d̪ˠ d̪ˠ i nʲ ə d̪ˠ e hʲ ai l̻ˠ a h ɾˠ iː ɡ ə n̻ˠ ə bʲ ɾʲ a t̪ˠ ə nʲ ə e ɾʲ bˠ ɾˠ o n̻ˠ uː c eː mʲ e ɾʲ
179,193920,/home/peter/.cache/huggingface/datasets/downloads/extracted/cf2f05dbc6d7c83a2ca5f3625f601bff35293b374f8cbe9c8d98e3829f3a201b/10085792408730462326.wav,go gairid ina dhiaidh sin d'fhoilsigh the atlanta journal-constitution tuarascáil inar nochtadh fadhbanna le torthaí trialacha,"Go gairid ina dhiaidh sin, d'fhoilsigh The Atlanta Journal-Constitution tuarascáil inar nochtadh fadhbanna le torthaí trialacha.",0,27,Irish,0,ɡ ə ɡ a ɾʲ ə dʲ i n̻ˠ ə j eː j ʃ i nʲ d̪ˠ o lʲ ʃ iː hʲ e a t̪ˠ ə l̪ˠ n̪ˠ t̪ˠ ə ʤ ʌ ɤ ɾˠ n̪ˠ ɣ k ʌ n̪ˠ ɕ ʧ ɪ ʧ ʧ ʌ n̪ˠ t̪ˠ ua ɾˠ ə sˠ k a lʲ i nʲ ə ɾˠ n̻ˠ a x t̪ˠ uː fˠ a d̪ˠ h bˠ a n̻ˠ ə lʲ e t̪ˠ oː ɾˠ h iː tʲ ɾʲ ia l̻ˠ a h ə
1293,122880,/home/peter/.cache/huggingface/datasets/downloads/extracted/cf2f05dbc6d7c83a2ca5f3625f601bff35293b374f8cbe9c8d98e3829f3a201b/10085985216871720101.wav,caillfidh párasaigh an chuma bhorb má bhíonn tusa dea-mhúinte leo,Caillfidh Párasaigh an chuma bhorb má bhíonn tusa dea-mhúinte leo.,1,27,Irish,0,k a l̻̊ʲ iː pˠ aː ɾˠ ə sˠ iː ə n̻ˠ x u mˠ ə vˠ a ɾˠ ə bˠ mˠ a vʲ iː n̻ˠ t̪ˠ u sˠ ə dʲ aː vˠ uː n̻ʲ tʲ ə lʲ oː
465,212160,/home/peter/.cache/huggingface/datasets/downloads/extracted/cf2f05dbc6d7c83a2ca5f3625f601bff35293b374f8cbe9c8d98e3829f3a201b/10089349196676743210.wav,spreagadh don tsamhlaíocht le fada an lá is ea an caisleán meánaoiseach traidisiúnta spreagann sé pictiúir den ghiústáil d'fhéastaí móra agus den niachas artúrach,"Spreagadh don tsamhlaíocht le fada an lá is ea an caisleán meánaoiseach traidisiúnta, spreagann sé pictiúir den ghiústáil, d'fhéastaí móra agus den niachas Artúrach.",0,27,Irish,0,sˠ pʲ ɾʲ a ɡ uː d̪ˠ o n̻ˠ t̪ˠ au l̻ˠ ia h t̪ˠ lʲ e fˠ a d̪ˠ ə ə n̻ˠ l̻ˠ aː i sˠ a ə n̻ˠ k a ʃ lʲ a n̻ˠ mʲ aː n̻ˠ i ʃ a h t̪ˠ ɾˠ a dʲ i ʃ u n̻ˠ t̪ˠ ə sˠ pʲ ɾʲ i ɡ ə n̻ˠ ʃ eː pʲ i c tʲ uː ɾʲ dʲ ə nʲ j ʉː sˠ t̪ˠ æː l̠ʲ [UNK] mˠ oː ɾˠ ə ə ɡ ə sˠ dʲ ə nʲ nʲ ia h ə sˠ a ɾˠ t̪ˠ uː ɾˠ a h
1198,165120,/home/peter/.cache/huggingface/datasets/downloads/extracted/cf2f05dbc6d7c83a2ca5f3625f601bff35293b374f8cbe9c8d98e3829f3a201b/10090253610992992710.wav,chríochnaigh michael schumacher a rás go gairid i ndiaidh alonso de bharr an damáiste don chrochadh sna cathanna líonmhara le linn an rása,Chríochnaigh Michael Schumacher a rás go gairid i ndiaidh Alonso de bharr an damáiste don chrochadh sna cathanna líonmhara le linn an rása.,0,27,Irish,0,ç ɾʲ ia h n̻ˠ iː mʲ ɪ ç l̪ˠ ɕ ç ʌ m̥ˠ x ɾˠ ə ɾˠ aː sˠ ɡ ə ɡ a ɾʲ ə dʲ i n̻ʲ eː j ʌ n̪ˠ sˠ ʌ d̪ˠ e vˠ aː ɾˠ ə n̻ˠ d̪ˠ a mˠ a ʃ tʲ ə d̪ˠ o n̻ˠ x ɾˠ o h uː sˠ n̻ˠ ə k a h ə n̻ˠ ə lʲ iː n̻ˠ vˠ ə ɾˠ ə lʲ e lʲ i n̻ʲ ə n̻ˠ ɾˠ aː sˠ ə
1451,153600,/home/peter/.cache/huggingface/datasets/downloads/extracted/cf2f05dbc6d7c83a2ca5f3625f601bff35293b374f8cbe9c8d98e3829f3a201b/10091516074095780781.wav,ag an am céanna bhí cabhlach na gearmáine trí u-bháid a úsáid go príomha ag iarraidh stop a chur leis an trácht sin,"Ag an am céanna, bhí cabhlach na Gearmáine, trí U-bháid a úsáid go príomha, ag iarraidh stop a chur leis an trácht sin.",0,27,Irish,0,e ɟ ə n̻ˠ a mˠ c eː ɾˠ n̻ˠ ə vʲ iː k au l̻ˠ a h n̻ˠ ə ɟ a ɾˠ ə mˠ æː n̠ʲ ɪ tʲ ɾʲ iː ʌ w ʤ ə uː sˠ a dʲ ɡ ə pʲ ɾʲ iː vˠ ə e ɟ ia ɾˠ iː sˠ t̪ˠ o pˠ ə x u ɾˠ lʲ i ʃ ə n̻ˠ t̪ˠ ɾˠ aː x t̪ˠ ʃ i nʲ
213,71040,/home/peter/.cache/huggingface/datasets/downloads/extracted/cf2f05dbc6d7c83a2ca5f3625f601bff35293b374f8cbe9c8d98e3829f3a201b/10091724490437806803.wav,ní raibh duine ar bith san árasán,Ní raibh duine ar bith san árasán.,1,27,Irish,0,n̻ʲ iː ɾˠ oː vˠ d̪ˠ i nʲ ə e ɾʲ bʲ iː sˠ ə n̻ˠ aː ɾˠ ə sˠ a n̻ˠ
392,297600,/home/peter/.cache/huggingface/datasets/downloads/extracted/cf2f05dbc6d7c83a2ca5f3625f601bff35293b374f8cbe9c8d98e3829f3a201b/10095903281939043360.wav,is teanga an-chasta agus saibhir í an tsanscrait a bhí mar fhoinse do go leor nua-theangacha indiacha díreach mar is í an laidin foinse do theangacha eorpacha mar an fhraincis agus an spáinnis,"Is teanga an-chasta agus saibhir í an tSanscrait, a bhí mar fhoinse do go leor nua-theangacha Indiacha, díreach mar is í an Laidin foinse do theangacha Eorpacha mar an Fhraincis agus an Spáinnis.",0,27,Irish,0,i sˠ tʲ a ŋ ə a n̻ˠ h a sˠ t̪ˠ ə ə ɡ ə sˠ sˠ e vʲ ə ɾʲ iː ə n̻ˠ ʧ sˠ ɪ n̪ˠ sˠ k ɾˠ ɪ ʧ ə vʲ iː mˠ a ɾˠ o nʲ ʃ ə d̪ˠ ə ɡ ə l̻ʲ oː ɾˠ ɲ ua ɣ hʲ ʌ ɡ x ə ɪ ʤ x ə dʲ iː ɾʲ a h mˠ a ɾˠ i sˠ iː ə n̻ˠ l̪ˠ ɪ ʤ ɪ n fˠ o n̻ʲ ʃ ə d̪ˠ ə hʲ a ŋ ɡ a h ə ʌ ɾˠ pˠ x ə mˠ a ɾˠ ə n̻ˠ fˠ ɾˠ ɪ ɲ c ɪ ɕ ə ɡ ə sˠ ə n̻ˠ sˠ pˠ æː ɪ n̠ʲ ɪ ɕ
